4678	ISW-_E_00001_SE_01_T_04_DF_01	w3117	ich	ich	ich	NONE
4679	ISW-_E_00001_SE_01_T_04_DF_01	w3118	einverstanden	einverstanden	einverstanden	NONE
4680	ISW-_E_00001_SE_01_T_04_DF_01	w3119	war	war	sein	NONE
4681	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4682	ISW-_E_00001_SE_01_T_04_DF_01	w3120	es	es	es	NONE
4683	ISW-_E_00001_SE_01_T_04_DF_01	w3121	zu	zu	zu	NONE
4684	ISW-_E_00001_SE_01_T_04_DF_01	w3122	kaufen	kaufen	kaufen	NONE
4685	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4686	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
4687	ISW-_E_00001_SE_01_T_04_DF_01	w3123	Einmal	Einmal	einmal	B-TIME
4688	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
4689	ISW-_E_00001_SE_01_T_04_DF_01	w3124	komm	komm	kommen	NONE
4690	ISW-_E_00001_SE_01_T_04_DF_01	w3125	ich	ich	ich	NONE
4691	ISW-_E_00001_SE_01_T_04_DF_01	w3126	hin	hin	hin	NONE
4692	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4693	ISW-_E_00001_SE_01_T_04_DF_01	w3127	steht	steht	stehen	NONE
4694	ISW-_E_00001_SE_01_T_04_DF_01	w3128	ein	ein	eine	NONE
4695	ISW-_E_00001_SE_01_T_04_DF_01	w3129	herrlicher	herrlicher	herrlich	NONE
4696	ISW-_E_00001_SE_01_T_04_DF_01	w3130	Band	Band	Band	NONE
4697	ISW-_E_00001_SE_01_T_04_DF_01	w3131	dort	dort	dort	NONE
4698	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4699	ISW-_E_00001_SE_01_T_04_DF_01	w3132	Latein	Latein	Latein	B-LAN
4700	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
4701	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
4702	ISW-_E_00001_SE_01_T_04_DF_01	-	NONE	NONE	NONE	NONE
4703	ISW-_E_00001_SE_01_T_04_DF_01	w3133	Deutsch	Deutsch	deutsch	B-LAN
4704	ISW-_E_00001_SE_01_T_04_DF_01	w3134	oder	oder	oder	NONE
4705	ISW-_E_00001_SE_01_T_04_DF_01	w3135	Latein	Latein	Latein	B-LAN
4706	ISW-_E_00001_SE_01_T_04_DF_01	-	NONE	NONE	NONE	NONE
4707	ISW-_E_00001_SE_01_T_04_DF_01	w3136	Englisch	Englisch	Englisch	B-LAN
4708	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4709	ISW-_E_00001_SE_01_T_04_DF_01	w3137	ich	ich	ich	NONE
4710	ISW-_E_00001_SE_01_T_04_DF_01	w3138	weiß	weiß	wissen	NONE
4711	ISW-_E_00001_SE_01_T_04_DF_01	w3139	nicht	nicht	nicht	NONE
4712	ISW-_E_00001_SE_01_T_04_DF_01	w3140	mal	mal	mal	NONE
4713	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4714	ISW-_E_00001_SE_01_T_04_DF_01	w3141	war	war	sein	NONE
4715	ISW-_E_00001_SE_01_T_04_DF_01	w3142	mir	mir	ich	NONE
4716	ISW-_E_00001_SE_01_T_04_DF_01	w3143	auch	auch	auch	NONE
4717	ISW-_E_00001_SE_01_T_04_DF_01	w3144	egal	egal	egal	NONE
4718	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4719	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
4720	ISW-_E_00001_SE_01_T_04_DF_01	w3145	und	und	und	NONE
4721	ISW-_E_00001_SE_01_T_04_DF_01	w3146	äh	äh	äh	NONE
4722	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
4723	ISW-_E_00001_SE_01_T_04_DF_01	w3147	Latein	Latein	Latein	B-LAN
4724	ISW-_E_00001_SE_01_T_04_DF_01	-	NONE	NONE	NONE	NONE
4725	ISW-_E_00001_SE_01_T_04_DF_01	w3148	Deutsch	Deutsch	deutsch	B-LAN
4726	ISW-_E_00001_SE_01_T_04_DF_01	w3149	natürlich	natürlich	natürlich	NONE
4727	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4728	ISW-_E_00001_SE_01_T_04_DF_01	w3150	Sie	Sie	Sie	NONE
4729	ISW-_E_00001_SE_01_T_04_DF_01	w3151	werden	werden	werden	NONE
4730	ISW-_E_00001_SE_01_T_04_DF_01	w3152	gleich	gleich	gleich	NONE
4731	ISW-_E_00001_SE_01_T_04_DF_01	w3153	verstehen	verstehen	verstehen	NONE
4732	ISW-_E_00001_SE_01_T_04_DF_01	w3154	warum	warum	warum	NONE
4733	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4734	ISW-_E_00001_SE_01_T_04_DF_01	w3155	Latein	Latein	Latein	B-LAN
4735	ISW-_E_00001_SE_01_T_04_DF_01	-	NONE	NONE	NONE	NONE
4736	ISW-_E_00001_SE_01_T_04_DF_01	w3156	Deutsch	Deutsch	deutsch	B-LAN
4737	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4738	ISW-_E_00001_SE_01_T_04_DF_01	w3157	Und	Und	und	NONE
4739	ISW-_E_00001_SE_01_T_04_DF_01	w3158	ich	ich	ich	NONE
4740	ISW-_E_00001_SE_01_T_04_DF_01	w3159	wundere	wundere	wundern	NONE
4741	ISW-_E_00001_SE_01_T_04_DF_01	w3160	mich	mich	ich	NONE
4742	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4743	ISW-_E_00001_SE_01_T_04_DF_01	w3161	am	am	an	NONE
4744	ISW-_E_00001_SE_01_T_04_DF_01	w3162	letzten	letzten	letzt	B-DUR
4745	ISW-_E_00001_SE_01_T_04_DF_01	w3163	Tag	Tag	Tag	I-DUR
4746	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4747	ISW-_E_00001_SE_01_T_04_DF_01	w3164	wo	wo	wo	NONE
4748	ISW-_E_00001_SE_01_T_04_DF_01	w3165	die	die	die	NONE
4749	ISW-_E_00001_SE_01_T_04_DF_01	w3166	Bücher	Bücher	Buch	NONE
4750	ISW-_E_00001_SE_01_T_04_DF_01	w3167	nur	nur	nur	NONE
4751	ISW-_E_00001_SE_01_T_04_DF_01	w3168	zehn	zehn	zehn	B-MON
4752	ISW-_E_00001_SE_01_T_04_DF_01	w3169	Schekel	Schekel	Schekel	I-MON
4753	ISW-_E_00001_SE_01_T_04_DF_01	w3170	gekostet	gekostet	kosten	NONE
4754	ISW-_E_00001_SE_01_T_04_DF_01	=	NONE	NONE	NONE	NONE
4755	ISW-_E_00001_SE_01_T_04_DF_01	w3171	hem	hem	hem	NONE
4756	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4757	ISW-_E_00001_SE_01_T_04_DF_01	w3172	steht	steht	stehen	NONE
4758	ISW-_E_00001_SE_01_T_04_DF_01	w3173	das	das	die	NONE
4759	ISW-_E_00001_SE_01_T_04_DF_01	w3174	Buch	Buch	Buch	NONE
4760	ISW-_E_00001_SE_01_T_04_DF_01	w3175	noch	noch	noch	NONE
4761	ISW-_E_00001_SE_01_T_04_DF_01	w3176	dort	dort	dort	NONE
4762	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4763	ISW-_E_00001_SE_01_T_04_DF_01	(3)	NONE	NONE	NONE	NONE
4764	ISW-_E_00001_SE_01_T_04_DF_01	w3177	Und	Und	und	NONE
4765	ISW-_E_00001_SE_01_T_04_DF_01	w3178	ich	ich	ich	NONE
4766	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4767	ISW-_E_00001_SE_01_T_04_DF_01	w3179	natürlich	natürlich	natürlich	NONE
4768	ISW-_E_00001_SE_01_T_04_DF_01	w3180	nehm	nehm	nehm	NONE
4769	ISW-_E_00001_SE_01_T_04_DF_01	w3181	ich	ich	ich	NONE
4770	ISW-_E_00001_SE_01_T_04_DF_01	w3182	es	es	es	NONE
4771	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4772	ISW-_E_00001_SE_01_T_04_DF_01	w3183	für	für	für	NONE
4773	ISW-_E_00001_SE_01_T_04_DF_01	w3184	zehn	zehn	zehn	B-MON
4774	ISW-_E_00001_SE_01_T_04_DF_01	w3185	Schekel	Schekel	Schekel	I-MON
4775	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4776	ISW-_E_00001_SE_01_T_04_DF_01	w3186	ein	ein	eine	NONE
4777	ISW-_E_00001_SE_01_T_04_DF_01	w3187	herrlicher	herrlicher	herrlich	NONE
4778	ISW-_E_00001_SE_01_T_04_DF_01	w3188	Band	Band	Band	NONE
4779	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4780	ISW-_E_00001_SE_01_T_04_DF_01	w3189	herrliche	herrliche	herrlich	NONE
4781	ISW-_E_00001_SE_01_T_04_DF_01	w3190	Ausgabe	Ausgabe	Ausgabe	NONE
4782	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4783	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
4784	ISW-_E_00001_SE_01_T_04_DF_01	w3191	in	in	in	NONE
4785	ISW-_E_00001_SE_01_T_04_DF_01	w3192	Sütterlin	Sütterlin	Sütterlin	B-MISC
4786	ISW-_E_00001_SE_01_T_04_DF_01	w3193	gedruckt	gedruckt	drucken	NONE
4787	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4788	ISW-_E_00001_SE_01_T_04_DF_01	w3194	Also	Also	also	NONE
4789	ISW-_E_00001_SE_01_T_04_DF_01	w3195	äh	äh	äh	NONE
4790	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
4791	ISW-_E_00001_SE_01_T_04_DF_01	w3196	Hat	Hat	haben	NONE
4792	ISW-_E_00001_SE_01_T_04_DF_01	w3197	keiner	keiner	keine	NONE
4793	ISW-_E_00001_SE_01_T_04_DF_01	w3198	lesen	lesen	lesen	NONE
4794	ISW-_E_00001_SE_01_T_04_DF_01	w3199	können	können	können	NONE
4795	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4796	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4797	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
4798	ISW-_E_00001_SE_01_T_04_DF_01	w3200	Hat	Hat	haben	NONE
4799	ISW-_E_00001_SE_01_T_04_DF_01	w3201	keiner	keiner	keine	NONE
4800	ISW-_E_00001_SE_01_T_04_DF_01	w3202	lesen	lesen	lesen	NONE
4801	ISW-_E_00001_SE_01_T_04_DF_01	w3203	können	können	können	NONE
4802	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4803	ISW-_E_00001_SE_01_T_04_DF_01	w3204	Aber	Aber	aber	NONE
4804	ISW-_E_00001_SE_01_T_04_DF_01	w3205	du	du	du	NONE
4805	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4806	ISW-_E_00001_SE_01_T_04_DF_01	‚	NONE	NONE	NONE	NONE
4807	ISW-_E_00001_SE_01_T_04_DF_01	w3206	Kurrent	Kurrent	Kurrent	B-MISC
4808	ISW-_E_00001_SE_01_T_04_DF_01	‘	NONE	NONE	NONE	NONE
4809	ISW-_E_00001_SE_01_T_04_DF_01	w3207	steht	steht	stehen	NONE
4810	ISW-_E_00001_SE_01_T_04_DF_01	w3208	hier	hier	hier	NONE
4811	ISW-_E_00001_SE_01_T_04_DF_01	w3209	nicht	nicht	nicht	NONE
4812	ISW-_E_00001_SE_01_T_04_DF_01	w3210	drin	drin	drin	NONE
4813	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4814	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4815	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
4816	ISW-_E_00001_SE_01_T_04_DF_01	w3211	Ja	Ja	ja	NONE
4817	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4818	ISW-_E_00001_SE_01_T_04_DF_01	w3212	ist	ist	sein	NONE
4819	ISW-_E_00001_SE_01_T_04_DF_01	w3213	ja	ja	ja	NONE
4820	ISW-_E_00001_SE_01_T_04_DF_01	w3214	auch	auch	auch	NONE
4821	ISW-_E_00001_SE_01_T_04_DF_01	w3215	kein	kein	keine	NONE
4822	ISW-_E_00001_SE_01_T_04_DF_01	w3216	Wort	Wort	Wort	NONE
4823	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4824	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4825	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
4826	ISW-_E_00001_SE_01_T_04_DF_01	w3217	Das	Das	die	NONE
4827	ISW-_E_00001_SE_01_T_04_DF_01	w3218	ist	ist	sein	NONE
4828	ISW-_E_00001_SE_01_T_04_DF_01	w3219	sehr	sehr	sehr	NONE
4829	ISW-_E_00001_SE_01_T_04_DF_01	w3220	wohl	wohl	wohl	NONE
4830	ISW-_E_00001_SE_01_T_04_DF_01	w3221	ein	ein	eine	NONE
4831	ISW-_E_00001_SE_01_T_04_DF_01	w3222	Wort	Wort	Wort	NONE
4832	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4833	ISW-_E_00001_SE_01_T_04_DF_01	w3223	ich	ich	ich	NONE
4834	ISW-_E_00001_SE_01_T_04_DF_01	w3224	schau	schau	schauen	NONE
4835	ISW-_E_00001_SE_01_T_04_DF_01	w3225	gleich	gleich	gleich	NONE
4836	ISW-_E_00001_SE_01_T_04_DF_01	w3226	beim	beim	bei	NONE
4837	ISW-_E_00001_SE_01_T_04_DF_01	w3227	Wehle	Wehle	Wehle	B-PER
4838	ISW-_E_00001_SE_01_T_04_DF_01	w3228	nach	nach	nach	NONE
4839	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4840	ISW-_E_00001_SE_01_T_04_DF_01	w3229	ihr	ihr	ihr	NONE
4841	ISW-_E_00001_SE_01_T_04_DF_01	w3230	kennts	kennts	kennts	NONE
4842	ISW-_E_00001_SE_01_T_04_DF_01	w3231	den	den	die	NONE
4843	ISW-_E_00001_SE_01_T_04_DF_01	w3232	Wehle	Wehle	Wehle	B-PER
4844	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
4845	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4846	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
4847	ISW-_E_00001_SE_01_T_04_DF_01	w3233	Den	Den	die	NONE
4848	ISW-_E_00001_SE_01_T_04_DF_01	w3234	müssen	müssen	müssen	NONE
4849	ISW-_E_00001_SE_01_T_04_DF_01	w3235	die	die	die	NONE
4850	ISW-_E_00001_SE_01_T_04_DF_01	w3236	kennen	kennen	kennen	NONE
4851	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4852	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4853	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
4854	ISW-_E_00001_SE_01_T_04_DF_01	w3237	Den	Den	die	NONE
4855	ISW-_E_00001_SE_01_T_04_DF_01	w3238	müssen	müssen	müssen	NONE
4856	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
4857	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4858	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
4859	ISW-_E_00001_SE_01_T_04_DF_01	w3239	Sie	Sie	Sie	NONE
4860	ISW-_E_00001_SE_01_T_04_DF_01	w3240	kennen	kennen	kennen	NONE
4861	ISW-_E_00001_SE_01_T_04_DF_01	w3241	ihn	ihn	er	NONE
4862	ISW-_E_00001_SE_01_T_04_DF_01	w3242	eben	eben	eben	NONE
4863	ISW-_E_00001_SE_01_T_04_DF_01	w3243	nicht	nicht	nicht	NONE
4864	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4865	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4866	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
4867	ISW-_E_00001_SE_01_T_04_DF_01	w3244	Den	Den	die	NONE
4868	ISW-_E_00001_SE_01_T_04_DF_01	w3245	Wehle	Wehle	Wehle	B-PER
4869	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4870	ISW-_E_00001_SE_01_T_04_DF_01	w3246	Sprachwissenschaft	Sprachwissenschaft	Sprachwissenschaft	NONE
4871	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
4872	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4873	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
4874	ISW-_E_00001_SE_01_T_04_DF_01	w3247	Etwas	Etwas	etwas	NONE
4875	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
4876	ISW-_E_00001_SE_01_T_04_DF_01	w3248	etwas	etwas	etwas	NONE
4877	ISW-_E_00001_SE_01_T_04_DF_01	w3249	müssen	müssen	müssen	NONE
4878	ISW-_E_00001_SE_01_T_04_DF_01	w3250	die	die	die	NONE
4879	ISW-_E_00001_SE_01_T_04_DF_01	w3251	Leute	Leute	Leute	NONE
4880	ISW-_E_00001_SE_01_T_04_DF_01	w3252	doch	doch	doch	NONE
4881	ISW-_E_00001_SE_01_T_04_DF_01	w3253	lernen	lernen	lernen	NONE
4882	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4883	ISW-_E_00001_SE_01_T_04_DF_01	w3254	wenn	wenn	wenn	NONE
4884	ISW-_E_00001_SE_01_T_04_DF_01	w3255	sie	sie	sie	NONE
4885	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
4886	ISW-_E_00001_SE_01_T_04_DF_01	w3256	LACHT	LACHT	LACHT	NONE
4887	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
4888	ISW-_E_00001_SE_01_T_04_DF_01	w3257	hierher	hierher	hierher	NONE
4889	ISW-_E_00001_SE_01_T_04_DF_01	w3258	kommen	kommen	kommen	NONE
4890	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4891	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4892	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
4893	ISW-_E_00001_SE_01_T_04_DF_01	w3259	Er	Er	er	NONE
4894	ISW-_E_00001_SE_01_T_04_DF_01	w3260	ist	ist	sein	NONE
4895	ISW-_E_00001_SE_01_T_04_DF_01	w3261	auch	auch	auch	NONE
4896	ISW-_E_00001_SE_01_T_04_DF_01	w3262	ein	ein	eine	NONE
4897	ISW-_E_00001_SE_01_T_04_DF_01	w3263	Sprachwissenschaftler	Sprachwissenschaftler	Sprachwissenschaftler	NONE
4898	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4899	ISW-_E_00001_SE_01_T_04_DF_01	w3264	sicher	sicher	sicher	NONE
4900	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4901	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4902	ISW-_E_00001_SE_01_T_04_DF_01	ML	NONE	NONE	NONE	NONE
4903	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
4904	ISW-_E_00001_SE_01_T_04_DF_01	…	NONE	NONE	NONE	NONE
4905	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
4906	ISW-_E_00001_SE_01_T_04_DF_01	w3265	Sprochwissenschaftler	Sprochwissenschaftler	Sprochwissenschaftler	NONE
4907	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4908	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4909	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
4910	ISW-_E_00001_SE_01_T_04_DF_01	w3266	Das	Das	die	NONE
4911	ISW-_E_00001_SE_01_T_04_DF_01	w3267	Wetter	Wetter	Wetter	NONE
4912	ISW-_E_00001_SE_01_T_04_DF_01	w3268	haben	haben	haben	NONE
4913	ISW-_E_00001_SE_01_T_04_DF_01	w3269	sie	sie	sie	NONE
4914	ISW-_E_00001_SE_01_T_04_DF_01	w3270	falsch	falsch	falsch	NONE
4915	ISW-_E_00001_SE_01_T_04_DF_01	w3271	gewählt	gewählt	wählen	NONE
4916	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4917	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4918	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
4919	ISW-_E_00001_SE_01_T_04_DF_01	w3272	Mhm	Mhm	Mhm	NONE
4920	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4921	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
4922	ISW-_E_00001_SE_01_T_04_DF_01	w3273	LACHT	LACHT	lachen	NONE
4923	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
4924	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4925	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
4926	ISW-_E_00001_SE_01_T_04_DF_01	w3274	Na	Na	na	NONE
4927	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4928	ISW-_E_00001_SE_01_T_04_DF_01	w3275	Ihnen	Ihnen	Sie	NONE
4929	ISW-_E_00001_SE_01_T_04_DF_01	w3276	gefällts	gefällts	gefällts	NONE
4930	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4931	ISW-_E_00001_SE_01_T_04_DF_01	w3277	ja	ja	ja	NONE
4932	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
4933	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4934	ISW-_E_00001_SE_01_T_04_DF_01	ML	NONE	NONE	NONE	NONE
4935	ISW-_E_00001_SE_01_T_04_DF_01	w3278	Ja	Ja	ja	NONE
4936	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4937	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4938	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
4939	ISW-_E_00001_SE_01_T_04_DF_01	w3279	Ja	Ja	ja	NONE
4940	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4941	ISW-_E_00001_SE_01_T_04_DF_01	w3280	Wir	Wir	wir	NONE
4942	ISW-_E_00001_SE_01_T_04_DF_01	w3281	ho	ho	ho	NONE
4943	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
4944	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4945	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
4946	ISW-_E_00001_SE_01_T_04_DF_01	w3282	Ja	Ja	ja	NONE
4947	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4948	ISW-_E_00001_SE_01_T_04_DF_01	w3283	wir	wir	wir	NONE
4949	ISW-_E_00001_SE_01_T_04_DF_01	w3284	warten	warten	warten	NONE
4950	ISW-_E_00001_SE_01_T_04_DF_01	w3285	auf	auf	auf	NONE
4951	ISW-_E_00001_SE_01_T_04_DF_01	w3286	Regen	Regen	Regen	NONE
4952	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4953	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4954	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
4955	ISW-_E_00001_SE_01_T_04_DF_01	w3287	Sie	Sie	Sie	NONE
4956	ISW-_E_00001_SE_01_T_04_DF_01	w3288	kennen	kennen	kennen	NONE
4957	ISW-_E_00001_SE_01_T_04_DF_01	w3289	nicht	nicht	nicht	NONE
4958	ISW-_E_00001_SE_01_T_04_DF_01	w3290	den	den	die	NONE
4959	ISW-_E_00001_SE_01_T_04_DF_01	w3291	Wehle	Wehle	Wehle	B-PER
4960	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
4961	ISW-_E_00001_SE_01_T_04_DF_01	w3292	Na	Na	na	NONE
4962	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4963	ISW-_E_00001_SE_01_T_04_DF_01	w3293	das	das	die	NONE
4964	ISW-_E_00001_SE_01_T_04_DF_01	w3294	ist	ist	sein	NONE
4965	ISW-_E_00001_SE_01_T_04_DF_01	w3295	doch	doch	doch	NONE
4966	ISW-_E_00001_SE_01_T_04_DF_01	w3296	überhaupt	überhaupt	überhaupt	NONE
4967	ISW-_E_00001_SE_01_T_04_DF_01	w3297	ein	ein	eine	NONE
4968	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
4969	ISW-_E_00001_SE_01_T_04_DF_01	w3298	ein	ein	eine	NONE
4970	ISW-_E_00001_SE_01_T_04_DF_01	w3299	Fehler	Fehler	Fehler	NONE
4971	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
4972	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
4973	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
4974	ISW-_E_00001_SE_01_T_04_DF_01	w3300	Wir	Wir	wir	NONE
4975	ISW-_E_00001_SE_01_T_04_DF_01	w3301	hoffen	hoffen	hoffen	NONE
4976	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
4977	ISW-_E_00001_SE_01_T_04_DF_01	w3302	dass	dass	dass	NONE
4978	ISW-_E_00001_SE_01_T_04_DF_01	w3303	es	es	es	NONE
4979	ISW-_E_00001_SE_01_T_04_DF_01	w3304	noch	noch	noch	NONE
4980	ISW-_E_00001_SE_01_T_04_DF_01	w3305	so	so	so	B-DUR
